A,B,Label
角,直角,0
棱柱,距离,0
中点,角,0
直线,中点,0
七边形,多边形,1
正方形,八边形,0
半径,球面,0
直径,直线,1
线段,菱形,0
点,切线,0
点,直径,0
矩形,多边形,1
多边形,角,1
棱柱,直线,1
共线 (几何),切线,0
对角线,边 (几何),1
直线,切线,0
三角形,点,1
三角不等式,直线,1
角,三角函数,0
圆,十边形,0
顶点 (几何),三角不等式,0
多边形,九边形,0
几何学,切线,0
三角形,正三角形,0
角,正方形,0
三角形,三角不等式,0
顶点 (几何),平行四边形,0
线段,全等,0
三角形,勾股定理,0
边 (几何),勾股数,0
线段,反三角函数,0
线段,四边形,0
五边形,对角线,0
二维空间,坐标系,0
三角函数,切线,0
十二边形,几何学,1
十一边形,直线,1
几何学,半径,0
旋转,空间 (数学),0
直径,距离,0
勾股定理,等腰三角形,0
十边形,线段,1
线段,直角三角形,0
边 (几何),点,1
十二边形,六边形,0
正弦,笛卡尔坐标系,0
勾股定理,点,1
边 (几何),星形多边形,0
半径,直线,1
凸多边形,角,1
球面,多面体,0
三角函数,直角三角形,0
多边形,六边形,0
正方形,圆,0
切线,三角形,1
几何学,十一边形,0
七边形,边 (几何),1
矩形,顶点 (几何),1
镜面反射 (数学),垂直,0
点,顶点 (几何),0
棱柱,平行四边形,0
旋转,点,1
共线 (几何),距离,0
菱形,线段,1
多边形,五边形,0
鹞形,四边形,1
顶点 (几何),点,1
平行四边形,密铺,0
直角三角形,切线,0
角,圆周,0
正弦,线段,1
切线,边 (几何),1
边 (几何),凸多边形,0
棱锥,直线,1
二维空间,点,1
多边形,外角定理,0
弧长,圆,1
点,九边形,0
二维空间,星形多边形,0
直线,正方形,0
割线,弦 (几何),0
中点,角平分线定理,0
直线,半径,0
棱柱,线段,1
线段,八边形,0
顶点 (几何),内角和外角,0
点,十一边形,0
几何学,反三角函数,0
点,角,0
线段,圆柱体,0
线段,相似 (几何),0
几何学,特殊直角三角形,0
六边形,角,1
多面体,顶点 (几何),1
三角不等式,平行四边形,0
平面 (数学),异面直线,0
平面 (数学),坐标系,0
半径,几何学,1
正三角形,正方形,0
平行,点,1
相似 (几何),正方形,0
角,十一边形,0
密铺,顶点 (几何),0
角平分线定理,正弦,0
棱柱,平行,1
密铺,鹞形,0
点,矩形,0
角平分线定理,边 (几何),1
对角线,点,1
同心 (几何),球面,0
正方形,坐标系,0
平行四边形,勾股定理,0
平行,距离,0
边 (几何),反三角函数,0
圆柱体,同心 (几何),0
几何学,平行四边形,0
十边形,多边形,1
勾股数,几何学,1
勾股数,直角,1
特殊直角三角形,勾股定理,0
全等,几何学,1
共线 (几何),弦 (几何),0
距离,弧长,0
相似 (几何),中点,0
圆,圆锥,0
凸多边形,棱锥,0
几何学,垂直,0
角平分线定理,三角形,1
多边形,棱锥,0
点,镜面反射 (数学),0
勾股数,顶点 (几何),1
三角不等式,几何学,1
等腰三角形,线段,1
直角三角形,圆,0
笛卡尔坐标系,距离,1
角,圆,0
相似 (几何),反射 (数学),0
三角形,球面,0
凸多边形,鹞形,0
直径,几何学,1
中点,线段,1
边 (几何),特殊直角三角形,0
切线,棱锥,0
二维空间,球面,0
矩形,正方形,0
面 (几何),对称,0
割线,直线,1
多面体,多边形,1
顶点 (几何),反三角函数,0
垂直,笛卡尔坐标系,0
圆,对角线,0
十二边形,点,1
三角不等式,勾股数,0
坡度,角,1
棱锥,角,1
正弦,边 (几何),1
边 (几何),正弦,0
直线,六边形,0
点,坐标系,0
等腰三角形,顶点 (几何),1
边 (几何),对角线,0
垂直,直线,1
点,凸多边形,0
角平分线定理,垂直,1
三角不等式,直角三角形,0
相似 (几何),勾股数,0
五边形,顶点 (几何),1
全等,球面,0
切线,多边形,1
共线 (几何),点,1
圆柱体,坐标系,0
直径,鹞形,0
全等,线段,1
几何学,矩形,0
矩形,球面,0
直径,点,1
点,多面体,0
正方形,边 (几何),1
圆,割线,0
直径,十边形,0
棱柱,多边形,1
直角,梯形,0
线段,内角和外角,0
直线,特殊直角三角形,0
菱形,直线,1
反三角函数,角,1
边 (几何),正方形,0
全等,直径,0
棱锥,缩放,0
平行,直线,1
特殊直角三角形,三角形,1
直角三角形,勾股数,0
特殊直角三角形,勾股数,0
切线,鹞形,0
十边形,角,1
直线,四边形,0
半径,线段,1
边 (几何),十边形,0
角平分线定理,线段,1
线段,平行,0
外角定理,角,1
垂直,四边形,0
圆锥,笛卡尔坐标系,0
弧长,斜率,0
圆,凸多边形,0
点,正三角形,0
距离,笛卡尔坐标系,0
直角,角,1
圆,半径,0
七边形,几何学,1
角平分线定理,中点,1
全等,等腰三角形,0
曲线,弦 (几何),0
几何学,正弦,0
正方形,镜面反射 (数学),0
几何学,直线,0
三角形,几何学,1
反三角函数,勾股定理,0
十一边形,线段,1
圆,多边形,0
星形多边形,线段,1
笛卡尔坐标系,垂直,1
边 (几何),面 (几何),0
五边形,多边形,1
十一边形,顶点 (几何),1
几何学,密铺,0
内角和外角,线段,1
坐标系,平面 (数学),1
多面体,角,1
顶点 (几何),对角线,0
特殊直角三角形,顶点 (几何),1
中点,梯形,0
斜率,直线,1
二维空间,十边形,0
中点,等腰三角形,0
多面体,棱柱,0
几何学,点,0
圆锥,几何学,1
正方形,勾股定理,0
平面 (数学),密铺,0
三角形,密铺,0
相似 (几何),自相似,0
线段,截面 (几何),0
多面体,坐标系,0
星形多边形,角,1
平行四边形,平行,1
点,弦 (几何),0
多边形,鹞形,0
直角三角形,三角形,1
三角函数,反三角函数,0
顶点 (几何),六边形,0
角,空间 (数学),0
直线,菱形,0
点,正弦,0
几何学,二维空间,0
镜面反射 (数学),梯形,0
对角线,角,1
直角三角形,几何学,1
直线,距离,0
四边形,正方形,0
边 (几何),顶点 (几何),1
多边形,空间 (数学),0
多面体,镜面反射 (数学),0
对称,菱形,0
点,全等,0
角,正弦,0
顶点 (几何),等腰三角形,0
线段,鹞形,0
顶点 (几何),正三角形,0
几何学,曲线,0
顶点 (几何),外角定理,0
九边形,角,1
矩形,直线,1
半径,笛卡尔坐标系,0
共线 (几何),矩形,0
多面体,截面 (几何),0
三角形,三角函数,0
垂直,等腰三角形,0
顶点 (几何),正方形,0
边 (几何),六边形,0
角,正三角形,0
半径,多边形,0
三角不等式,距离,0
几何学,四边形,0
直径,垂直,0
对称,梯形,0
几何学,反射 (数学),0
等腰三角形,正三角形,0
正方形,直角,1
点,特殊直角三角形,0
五边形,角,1
平行,正方形,0
角,特殊直角三角形,0
勾股定理,平行四边形,0
三角形,六边形,0
三角形,平面 (数学),0
直线,共线 (几何),0
镜面反射 (数学),对称,1
直线,异面直线,0
棱锥,球面,0
外角定理,边 (几何),1
几何学,鹞形,0
特殊直角三角形,等腰三角形,0
十边形,直线,1
坐标系,直角,0
勾股定理,垂直,0
圆,距离,0
九边形,顶点 (几何),1
多面体,菱形,0
密铺,六边形,0
菱形,圆锥,0
三角形,凸多边形,0
边 (几何),切线,0
球面,圆,1
菱形,圆,0
对称,四边形,0
共线 (几何),球面,0
七边形,点,1
线段,棱柱,0
六边形,几何学,1
棱锥,边 (几何),1
截面 (几何),平面 (数学),1
四边形,密铺,0
顶点 (几何),几何学,1
角,对角线,0
全等,直线,1
点,对角线,0
九边形,点,1
角,内角和外角,0
旋转,角,1
切线,距离,0
笛卡尔坐标系,点,1
多边形,同心 (几何),0
点,八边形,0
三角不等式,线段,1
角,切线,0
点,直线,0
五边形,十边形,0
几何学,梯形,0
十边形,点,1
旋转,对称,1
勾股定理,矩形,0
勾股定理,线段,1
外角定理,几何学,1
对称,棱柱,0
外角定理,点,1
矩形,四边形,1
几何学,同心 (几何),0
坐标系,距离,0
角,四边形,0
顶点 (几何),十边形,0
垂直,切线,0
矩形,内角和外角,0
正方形,垂直,0
几何学,直角,0
矩形,棱锥,0
多边形,点,1
顶点 (几何),三角函数,0
直线,球面,0
中点,坐标系,0
线段,凸多边形,0
半径,距离,0
三角形,边 (几何),1
三角形,相似 (几何),0
线段,棱锥,0
切线,点,1
点,圆,0
顶点 (几何),特殊直角三角形,0
反射 (数学),对称,1
镜面反射 (数学),鹞形,0
棱锥,三角形,0
棱锥,几何学,1
几何学,自相似,0
四边形,直线,1
面 (几何),正方形,0
切线,三角函数,1
圆,弦 (几何),0
鹞形,顶点 (几何),1
密铺,平面 (数学),1
线段,多边形,0
线段,矩形,0
直线,直角,0
正三角形,多边形,1
正方形,平行,1
直角,直角三角形,0
全等,距离,0
同心 (几何),正三角形,0
全等,反射 (数学),0
几何学,正三角形,0
几何学,十二边形,0
三角形,勾股数,0
三角函数,圆,0
菱形,全等,0
全等,密铺,0
反三角函数,三角形,1
直线,平行四边形,0
角,勾股数,0
勾股定理,三角函数,0
三角函数,线段,1
圆,球面,0
线段,多面体,0
凸多边形,梯形,0
特殊直角三角形,直线,1
菱形,多边形,1
旋转,反射 (数学),0
圆柱体,角,0
旋转,笛卡尔坐标系,0
异面直线,直线,1
边 (几何),八边形,0
直线,对角线,0
正弦,直线,1
点,球面,0
八边形,边 (几何),1
外角定理,三角形,1
坡度,点,1
相似 (几何),等腰三角形,0
十一边形,多边形,1
密铺,多边形,0
十二边形,直线,1
截面 (几何),圆柱体,0
勾股定理,二维空间,0
棱柱,全等,0
三角函数,距离,0
直线,多面体,0
直径,弦 (几何),1
线段,外角定理,0
几何学,菱形,0
四边形,边 (几何),1
点,勾股数,0
矩形,边 (几何),1
弦 (几何),直径,0
反射 (数学),点,1
线段,正三角形,0
十二边形,线段,1
共线 (几何),三角不等式,0
边 (几何),七边形,0
反三角函数,点,1
三角形,圆,0
三角函数,正弦,0
七边形,二维空间,0
四边形,凸多边形,0
菱形,切线,0
三角函数,相似 (几何),0
直线,直角三角形,0
几何学,勾股定理,0
线段,六边形,0
边 (几何),矩形,0
内角和外角,边 (几何),1
多边形,等腰三角形,0
二维空间,几何学,1
半径,直径,0
相似 (几何),空间 (数学),0
直线,正三角形,0
圆,梯形,0
八边形,点,1
几何学,三角不等式,0
坡度,距离,0
八边形,直线,1
多边形,正方形,0
角,坐标系,0
直角,点,1
平行,斜率,0
十二边形,多边形,1
棱柱,多面体,1
顶点 (几何),角平分线定理,0
内角和外角,多边形,1
线段,三角形,0
相似 (几何),直角三角形,0
平面 (数学),几何学,1
直线,圆,0
垂直,斜率,0
菱形,梯形,0
直线,三角函数,0
切线,弧长,0
对角线,鹞形,0
四边形,矩形,0
三角不等式,边 (几何),1
平行四边形,面 (几何),0
四边形,中点,0
四边形,菱形,0
矩形,三角形,0
几何学,边 (几何),0
相似 (几何),旋转,0
外角定理,球面,0
边 (几何),鹞形,0
三角不等式,角,1
特殊直角三角形,直角三角形,1
直线,内角和外角,0
星形多边形,直线,1
几何学,斜率,0
点,鹞形,0
弧长,切线,0
圆,三角形,0
勾股定理,相似 (几何),0
星形多边形,点,1
直角三角形,正弦,0
中点,直角三角形,0
平面 (数学),笛卡尔坐标系,0
直径,球面,0
角,反三角函数,0
正方形,角,1
几何学,三角形,0
四边形,六边形,0
直线,几何学,1
线段,七边形,0
角平分线定理,直线,1
平移,坐标系,0
角,星形多边形,0
顶点 (几何),勾股数,0
角,直线,1
曲线,平面 (数学),0
角,镜面反射 (数学),0
中点,切线,0
顶点 (几何),正弦,0
角,旋转,0
三角不等式,勾股定理,0
角,多边形,0
正方形,直线,1
线段,勾股定理,0
四边形,平行四边形,0
直线,八边形,0
多边形,多面体,0
多边形,反三角函数,0
菱形,面 (几何),0
全等,笛卡尔坐标系,0
面 (几何),菱形,0
棱锥,平面 (数学),0
多边形,凸多边形,0
线段,距离,0
二维空间,十一边形,0
点,平行四边形,0
全等,多边形,1
正方形,矩形,1
线段,半径,0
顶点 (几何),边 (几何),0
角,多面体,0
直线,线段,0
异面直线,平行,1
线段,直线,1
平行四边形,菱形,0
梯形,平行四边形,0
三角函数,角,1
割线,切线,0
直角,垂直,0
曲线,垂直,0
几何学,全等,0
勾股定理,直角三角形,1
菱形,矩形,0
全等,边 (几何),1
角,凸多边形,0
三角形,垂直,0
平行,几何学,1
矩形,对称,0
五边形,凸多边形,0
几何学,圆,0
相似 (几何),平移,0
坐标系,弧长,0
正方形,线段,1
等腰三角形,三角形,1
特殊直角三角形,矩形,0
正方形,多边形,1
凸多边形,多边形,1
点,反三角函数,0
直角,直线,1
坡度,正弦,0
角,顶点 (几何),0
旋转,几何学,1
全等,坐标系,0
平行,菱形,0
直角,坐标系,0
坐标系,笛卡尔坐标系,0
边 (几何),菱形,0
镜面反射 (数学),三角形,0
正三角形,顶点 (几何),1
五边形,十二边形,0
勾股定理,顶点 (几何),1
鹞形,直线,1
菱形,对角线,0
七边形,线段,1
六边形,顶点 (几何),1
多边形,平行四边形,0
割线,几何学,1
勾股定理,圆锥,0
平行四边形,全等,0
菱形,四边形,1
多边形,二维空间,0
点,棱锥,0
直角三角形,点,1
缩放,比例系数,1
等腰三角形,边 (几何),1
平面 (数学),二维空间,0
垂直,全等,0
边 (几何),勾股定理,0
半径,坐标系,0
多面体,边 (几何),1
对称,垂直,0
几何学,八边形,0
角,球面,0
正方形,几何学,1
外角定理,线段,1
点,多边形,0
相似 (几何),角,0
边 (几何),角平分线定理,0
多面体,密铺,0
棱锥,圆锥,0
点,空间 (数学),0
勾股定理,球面,0
圆,笛卡尔坐标系,0
勾股数,线段,1
正弦,几何学,1
切线,角,1
正方形,六边形,0
直线,反三角函数,0
点,正方形,0
角,三角不等式,0
线段,平移,0
顶点 (几何),直角三角形,0
几何学,三角函数,0
矩形,直角,1
三角不等式,内角和外角,0
角,圆锥,0
弦 (几何),点,1
反射 (数学),笛卡尔坐标系,0
点,线段,0
线段,三角函数,0
三角形,等腰三角形,0
勾股定理,边 (几何),1
自相似,对称,1
切线,截面 (几何),0
正弦,点,1
几何学,六边形,0
正方形,圆周,0
凸多边形,边 (几何),1
鹞形,点,1
面 (几何),多边形,0
多边形,对称,0
菱形,内角和外角,0
直角,勾股数,0
共线 (几何),平面 (数学),0
点,外角定理,0
垂直,异面直线,0
反射 (数学),直线,1
矩形,梯形,0
正方形,鹞形,0
内角和外角,顶点 (几何),1
直径,弧长,0
角,全等,0
圆,坐标系,0
平移,缩放,0
顶点 (几何),四边形,0
角,角平分线定理,0
直线,笛卡尔坐标系,0
顶点 (几何),十一边形,0
反射 (数学),几何学,1
直角,笛卡尔坐标系,0
笛卡尔坐标系,几何学,1
线段,圆锥,0
四边形,距离,0
平行四边形,直角三角形,0
菱形,凸多边形,0
角平分线定理,多边形,1
多边形,星形多边形,0
多面体,棱锥,0
圆柱体,圆,1
多面体,线段,1
对称,星形多边形,0
弧长,曲线,1
三角函数,点,1
星形多边形,边 (几何),1
线段,异面直线,0
对角线,等腰三角形,0
全等,空间 (数学),0
线段,点,1
垂直,线段,0
直线,三角不等式,0
弦 (几何),直线,1
鹞形,边 (几何),1
平行四边形,切线,0
多边形,截面 (几何),0
相似 (几何),菱形,0
多边形,勾股数,0
边 (几何),多边形,0
对角线,正方形,0
面 (几何),密铺,0
三角不等式,三角形,1
四边形,顶点 (几何),1
棱柱,正方形,0
中点,直线,1
几何学,平面 (数学),0
矩形,垂直,0
斜率,切线,0
全等,菱形,0
十一边形,几何学,1
五边形,棱柱,0
边 (几何),全等,0
切线,六边形,0
圆,切线,0
三角形,坐标系,0
勾股定理,全等,0
点,笛卡尔坐标系,0
自相似,几何学,1
直角三角形,直角,1
圆,圆柱体,0
八边形,角,1
曲线,几何学,1
多面体,对称,0
点,旋转,0
点,梯形,0
几何学,角,0
直径,平行四边形,0
线段,几何学,1
切线,直线,1
勾股定理,距离,0
平行四边形,内角和外角,0
内角和外角,外角定理,0
斜率,割线,0
内角和外角,直线,1
圆,角平分线定理,0
顶点 (几何),面 (几何),0
斜率,几何学,1
角,笛卡尔坐标系,0
中点,弦 (几何),0
多边形,棱柱,0
棱柱,几何学,1
半径,角,0
三角不等式,顶点 (几何),1
直角三角形,弧长,0
五边形,直线,1
外角定理,内角和外角,1
三角形,直角三角形,0
六边形,线段,1
全等,点,1
三角函数,笛卡尔坐标系,0
直角,正方形,0
平移,笛卡尔坐标系,0
直线,全等,0
几何学,圆锥,0
三角形,反三角函数,0
旋转,球面,0
九边形,直线,1
四边形,多边形,1
勾股定理,正弦,0
边 (几何),三角不等式,0
正三角形,线段,1
勾股定理,直线,1
点,反射 (数学),0
圆周,半径,0
十一边形,边 (几何),1
垂直,距离,0
多面体,笛卡尔坐标系,0
点,十二边形,0
直线,等腰三角形,0
三角形,多边形,1
三角不等式,球面,0
对角线,凸多边形,0
空间 (数学),笛卡尔坐标系,0
几何学,球面,0
反射 (数学),角,1
点,五边形,0
点,共线 (几何),0
直线,弦 (几何),0
等腰三角形,角,1
直径,切线,0
边 (几何),三角形,0
直角三角形,直线,1
三角不等式,圆,0
顶点 (几何),全等,0
角,十边形,0
圆周,弧长,0
棱柱,边 (几何),1
正方形,平行四边形,1
内角和外角,点,1
直线,七边形,0
顶点 (几何),异面直线,0
二维空间,八边形,0
镜面反射 (数学),角,1
直角,特殊直角三角形,0
几何学,对角线,0
菱形,圆周,0
平行四边形,斜率,0
对称,相似 (几何),0
角,三角形,0
角,梯形,0
勾股定理,多边形,1
平行四边形,鹞形,0
几何学,勾股数,0
三角函数,顶点 (几何),1
中点,对角线,0
线段,边 (几何),0
矩形,二维空间,0
平行,平行四边形,0
角,几何学,1
顶点 (几何),三角形,0
曲线,切线,0
斜率,距离,0
几何学,多边形,0
点,平行,0
多面体,梯形,0
四边形,角,1
六边形,边 (几何),1
矩形,线段,1
圆周,球面,0
相似 (几何),正弦,0
圆周,菱形,0
几何学,割线,0
角,矩形,0
弧长,几何学,1
线段,角平分线定理,0
角,异面直线,0
棱柱,垂直,0
全等,相似 (几何),0
直线,五边形,0
直角三角形,顶点 (几何),1
外角定理,顶点 (几何),1
全等,平移,0
星形多边形,几何学,1
角,密铺,0
顶点 (几何),五边形,0
三角形,角,1
圆,圆周,0
平行,平面 (数学),0
凸多边形,菱形,0
角,七边形,0
直线,外角定理,0
切线,圆锥,0
半径,点,1
正方形,点,1
对角线,几何学,1
旋转,镜面反射 (数学),0
五边形,圆,0
旋转,直线,1
等腰三角形,多边形,1
直线,反射 (数学),0
共线 (几何),几何学,1
几何学,笛卡尔坐标系,0
相似 (几何),正三角形,0
三角形,距离,0
星形多边形,八边形,0
多边形,十二边形,0
同心 (几何),圆,0
正三角形,三角形,1
多边形,顶点 (几何),1
菱形,中点,0
多边形,内角和外角,0
正弦,多边形,1
三角形,正弦,0
角,外角定理,0
九边形,几何学,1
圆柱体,直径,0
内角和外角,星形多边形,0
十二边形,顶点 (几何),1
垂直,截面 (几何),0
五边形,内角和外角,0
异面直线,点,1
对称,缩放,0
斜率,点,1
平面 (数学),球面,0
反三角函数,边 (几何),1
旋转,平面 (数学),0
直角三角形,线段,1
多面体,面 (几何),1
线段,等腰三角形,0
几何学,线段,0
平行四边形,直线,1
半径,圆锥,0
星形多边形,十边形,0
弧长,半径,0
五边形,几何学,1
外角定理,圆,0
点,菱形,0
圆周,几何学,1
点,平面 (数学),0
星形多边形,密铺,0
角,六边形,0
几何学,平行,0
密铺,球面,0
边 (几何),密铺,0
等腰三角形,菱形,0
垂直,鹞形,0
三角函数,几何学,1
对称,镜面反射 (数学),0
相似 (几何),距离,0
勾股定理,角,1
直,三角形,0
镜面反射 (数学),距离,0
对角线,多边形,1
矩形,相似 (几何),0
线段,特殊直角三角形,0
几何学,平移,0
角,八边形,0
正方形,二维空间,0
圆,垂直,0
三角形,直径,0
对称,自相似,0
四边形,线段,1
直线,旋转,0
三角形,全等,0
正三角形,勾股定理,0
三角形,角平分线定理,0
点,异面直线,0
棱柱,矩形,0
平移,对称,1
多边形,直线,1
直线,平行,0
内角和外角,角,1
特殊直角三角形,点,1
十二边形,二维空间,0
棱锥,等腰三角形,0
五边形,线段,1
平行四边形,多边形,1
五边形,四边形,0
全等,面 (几何),0
鹞形,多边形,1
三角形,切线,0
线段,十边形,0
坐标系,正弦,0
角,棱柱,0
镜面反射 (数学),圆,0
曲线,弧长,0
垂直,棱锥,0
切线,线段,1
曲线,圆,1
直角三角形,角,1
线段,切线,0
棱锥,菱形,0
棱柱,角,1
矩形,平行,1
直线,多边形,0
四边形,几何学,1
四边形,点,1
直线,勾股定理,0
平面 (数学),直线,0
坡度,直线,1
边 (几何),外角定理,0
直线,十二边形,0
点,边 (几何),0
勾股定理,直角,1
八边形,几何学,1
正三角形,密铺,0
坐标系,二维空间,1
正三角形,棱锥,0
矩形,圆,0
平面 (数学),截面 (几何),0
正方形,顶点 (几何),1
三角形,笛卡尔坐标系,0
多边形,勾股定理,0
线段,直径,0
平行四边形,对角线,0
点,直角三角形,0
十二边形,边 (几何),1
角,直角三角形,0
五边形,六边形,0
面 (几何),线段,0
平行,全等,0
多边形,对角线,0
反三角函数,直角三角形,0
中点,三角形,0
正弦,角,1
切线,几何学,1
几何学,棱锥,0
笛卡尔坐标系,坐标系,1
几何学,旋转,0
面 (几何),棱柱,0
几何学,面 (几何),0
棱柱,顶点 (几何),1
全等,角,1
平行四边形,边 (几何),1
直线,九边形,0
多边形,三角形,0
凸多边形,直径,0
三角函数,多边形,1
正方形,密铺,0
五边形,特殊直角三角形,0
五边形,二维空间,0
七边形,顶点 (几何),1
棱锥,线段,1
相似 (几何),梯形,0
反射 (数学),二维空间,0
直角,勾股定理,0
直线,边 (几何),0
四边形,圆,0
圆柱体,距离,0
线段,九边形,0
直线,正弦,0
几何学,坡度,0
全等,圆,0
反三角函数,三角函数,1
三角函数,边 (几何),1
点,斜率,0
圆,曲线,0
弦 (几何),几何学,1
顶点 (几何),鹞形,0
圆,勾股定理,0
坐标系,点,1
线段,十一边形,0
十边形,几何学,1
几何学,直径,0
多边形,正三角形,0
边 (几何),线段,1
点,三角不等式,0
正方形,四边形,1
三角不等式,圆锥,0
梯形,角,1
几何学,角平分线定理,0
边 (几何),多面体,0
七边形,角,1
矩形,平行四边形,1
相似 (几何),比例系数,0
半径,圆,1
四边形,对角线,0
斜率,坡度,0
圆锥,多边形,0
坐标系,球面,0
矩形,角,1
勾股定理,凸多边形,0
勾股定理,三角形,1
球面,几何学,1
几何学,顶点 (几何),0
角,九边形,0
边 (几何),四边形,0
角,十二边形,0
共线 (几何),六边形,0
菱形,平行,1
勾股数,三角形,1
几何学,弧长,0
多边形,球面,0
十一边形,角,1
正三角形,直角三角形,0
割线,点,1
线段,角,0
棱柱,截面 (几何),0
几何学,坐标系,0
三角形,矩形,0
反三角函数,直线,1
棱柱,点,1
平行四边形,距离,0
圆周,梯形,0
曲线,角,0
直线,坡度,0
直角三角形,距离,0
四边形,切线,0
多边形,几何学,1
圆周,圆,1
矩形,中点,0
等腰三角形,鹞形,0
点,三角形,0
反三角函数,多边形,1
面 (几何),多面体,0
多边形,七边形,0
星形多边形,六边形,0
全等,正弦,0
几何学,截面 (几何),0
直角三角形,鹞形,0
对角线,顶点 (几何),1
几何学,直角三角形,0
中点,多边形,0
对角线,线段,1
矩形,密铺,0
三角函数,三角形,1
边 (几何),十二边形,0
直径,中点,0
三角形,直线,1
三角形,外角定理,0
正弦,三角形,1
